CODIGO,NOMBRE,DESCRIPCION,COMPRA,MAYOREO,LLEVAR,COLOCADO,EXISTENCIAS,CANT_MIN,TIPO_MED,PROVEEDOR,CATEGORIA,MARCA1,MODELO1,ANIO1,MARCA2,MODELO2,ANIO2,MARCA3,MODELO3,ANIO3,MARCA4,MODELO4,ANIO4,MARCA5,MODELO5,ANIO5
FW003421 GBN,,NISSAN PICKUP D21 93-11 FRONTIER/XTERRA/D22/ (FW00526),,$910.00,"$1,030.00","$1,150.00",5,,,CITSA,PARABRISAS,NISSAN,,93-11,,,,,,,,,,,,
FW03781GTN,,NOTE  14-16 PRESENTARLO ANTES EL PARAB SE BORRO CLAVE)," PROMO $1,665 ","$2,870.00","$2,970.00","$3,170.00",,,,CRINAMEX,PARABRISAS,NISSAN,,14-16,,,,,,,,,,,,
FW02012GBN,,PATHFINDER 96-04 (FW02000GBN),,"$1,380.00","$1,480.00","$1,680.00",,,,CRINAMEX,PARABRISAS,NISSAN,,96-04,,,,,,,,,,,,
FW02290-GBN,,PLATINA 4PTS 05-10 /RENAULT CLIO 2 PTAS 01-05 1450 YA INSTALADO,,"$1,190.00","$1,340.00","$1,490.00",5,,,CITSA,PARABRISAS,NISSAN,,"05-10, 01-05",,,,,,,,,,,,
DW01252GBN,,QUEST MINI VAN 93-98 / VILLAGER FORD              (DW01143)                                   (VITRO),,"$1,630.00","$1,780.00","$1,930.00",5,,,CRINAMEX,PARABRISAS,NISSAN,,93-98,,,,,,,,,,,,
DW01328GBN,,QUEST MINI VAN 99-03  (LE KEDA EL 01252),,"$1,070.00","$1,170.00","$1,370.00",,,,CRINAMEX,PARABRISAS,NISSAN,,99-03,,,,,,,,,,,,
FW02392GTN,,QUEST MINI VAN 04-10,,"$1,670.00","$1,770.00","$1,980.00",,,,CRINAMEX,PARABRISAS,NISSAN,,45569,,,,,,,,,,,,
FW02878GTN,,ROGUE SELECT 4PTS 08-15                                                           (VITRO),,"$1,590.00","$1,690.00","$1,900.00",,,,CRINAMEX,PARABRISAS,NISSAN,,42217,,,,,,,,,,,,
FW00412CLN,,SAMURAY 4PTS HB 81-83,,$900.00,"$1,000.00","$1,200.00",,,,CRINAMEX,PARABRISAS,NISSAN,,81-83,,,,,,,,,,,,
FW00405CLN,,SAKURA 2PTS 80-83,,$900.00,"$1,000.00","$1,200.00",3,,,CITSA,PARABRISAS,NISSAN,,80-83,,,,,,,,,,,,
FW00801GBN,,SENTRA I 4PTS  96-00,$593.89,"$1,060.00","$1,160.00","$1,360.00",1,,,CRINAMEX,PARABRISAS,NISSAN,,96-00,,,,,,,,,,,,
FW02179GBN,,SENTRA II 4PTS 01-06                                                                       (VITRO),,"$1,080.00","$1,180.00","$1,400.00",7,,,CRINAMEX,PARABRISAS,NISSAN,,45444,,,,,,,,,,,,
FW02729GTN,,SENTRA III SEDAN 4PTS 07-12                                             (SAINT),,"$1,190.00","$1,340.00","$1,490.00",5,,,CRINAMEX,PARABRISAS,NISSAN,,45633,,,,,,,,,,,,
FW03667GTN,,SENTRA SEDAN 4PTS 13-16 (FW04404 SANGOBAY),,"$1,460.00","$1,610.00","$1,800.00",5,,,SAINT GOBAIN,PARABRISAS,NISSAN,,13-16,,,,,,,,,,,,
FW02152CLN,,TSUBAME 4PTS 93-04 (03309),,"$1,120.00","$1,240.00","$1,450.00",,,,CRINAMEX,,,,93-04,,,,,,,,,,,,
FW00440GBN,,TSURU I SEDAN 2/4PTS 84 87,,$870.00,$950.00,"$1,050.00",5,,,CRINAMEX,PARABRISAS,NISSAN,,,,,,,,,,,,,,
FW00441GBN,,TSURU I VAGONETA /NINJA SAMURAY 2/4 PTS 84-87,,$890.00,$970.00,"$1,020.00",3,,,CRINAMEX,PARABRISAS,NISSAN,,84-87,,,,,,,,,,,,
FW00528GBN,,TSURU II 4/2 PTS SEDAN /WAGON 88-91,$633.37,$960.00,"$1,060.00","$1,230.00",2,,,CRINAMEX,PARABRISAS,NISSAN,,88-91,,,,,,,,,,,,
FW00663GBN,,TSURU III 2/4 PTS 92-16                                                                               ,,$910.00,"$1,030.00","$1,150.00",5,,,CITSA,PARABRISAS,NISSAN,,92-16,,,,,,,,,,,,
FW02653GTY,,TIIDA SEDAN/HB 4PTS 07-16,$914.54,"$1,220.00","$1,340.00","$1,500.00",,,,CITSA,PARABRISAS,NISSAN,,42552,,,,,,,,,,,,
FW03716CLN,,URVAN 99-01,,"$1,300.00","$1,400.00","$1,500.00",2,,,CRINAMEX,PARABRISAS,NISSAN,,99-01,,,,,,,,,,,,
FW03456GTN-C,,URVAN CORTA 13-18 CORTA,$997.60,"$1,200.00","$1,400.00","$1,600.00",12,,,CITSA,PARABRISAS,NISSAN,,13-18,,,,,,,,,,,,
FW03456 GTN,,URVAN LARGA 13-18 LARGA,,"$1,380.00","$1,580.00","$1,780.00",5,,,CITSA,PARABRISAS,NISSAN,,13-18,,,,,,,,,,,,
FW02446-GBN,,URVAN 02-12,"$1,270.00","$1,165.00","$1,320.00","$1,480.00",5,,,CITSA,PARABRISAS,NISSAN,,45628,,,,,,,,,,,,
FW03488 CLN,,VERSA 08-18 (FW03480) (03496)    PRESENTAR PARA EL 17             ,,"$1,110.00","$1,260.00","$1,450.00",5,,,CITSA,PARABRISAS,NISSAN,,43313,,,,,,,,,,,,
05160GTN,,VERSA 2019-2021 2200,,"$2,300.00","$2,500.00","$2,550.00",5,,,CITSA,PARABRISAS,NISSAN,,2019-2021,,,,,,,,,,,,
FW02329GTN,,X-TRAIL 4PTS 01-07                                                                (VITRO),,"$1,200.00","$1,300.00","$1,500.00",1,,,CITSA,PARABRISAS,NISSAN,,45474,,,,,,,,,,,,
FW03477GTN,,X-TRAIL 4PTS 08-14 S/SENSOR                                    (SANGOBAY), vit1466/saint2065 ,"$1,250.00","$1,400.00","$1,600.00",4,,,CITSA,PARABRISAS,NISSAN,,41852,,,,,,,,,,,,
FW03898GTN,,X-TRAIL 4PTS 15-17,,"$1,650.00","$1,850.00","$1,950.00",1,,,CITSA,PARABRISAS,NISSAN,,15-17,,,,,,,,,,,,
FW03898GTN,,X-TRAIL 4PTS 15-18,,"$1,650.00","$1,750.00","$1,950.00",,,,CRINAMEX,PARABRISAS,NISSAN,,15-18,,,,,,,,,,,,
FW00780,,240SX 2 PTAS 95-98 esta en dodge,,"$1,640.00","$1,680.00","$1,880.00",1,,,BENZON,PARABRISAS,NISSAN,,95-98,,,,,,,,,,,,
FW03331GTY,,AMAROK 11-12,,"$1,670.00","$1,850.00","$2,000.00",2,,,CRIN/CITS,PARABRISAS,VOLKSWAGEN,,45637,,,,,,,,,,,,
FW02072GYN,,BEETLE 98-10 2 PTS                                           (SANGOBAY),$991.80,"$1,220.00","$1,320.00","$1,450.00",,,,CRINAMEX,PARABRISAS,VOLKSWAGEN,,98-10,,,,,,,,,,,,
FW02289GYY,,BEETLE 98-12 2 PTAS CON SENSOR,,,,,,,,CRINAMEX,PARABRISAS,VOLKSWAGEN,,98-12,,,,,,,,,,,,
FW03474GTY,,BEETLE 12-16 (FW03505)                                (SANGOBAY) 2200,,"$1,780.00","$1,880.00","$2,100.00",2,,,CRINAMEX,PARABRISAS,VOLKSWAGEN,,42705,,,,,,,,,,,,
FW3002GTN,,BORA 06-11 (FW02977) (FW02525GTY)(FW02795),,"$1,750.00","$1,830.00","$2,050.00",,,,CRINAMEX,PARABRISAS,VOLKSWAGEN,,45602,,,,,,,,,,,,
FW00173GBN,,BOCHO 73-04                                                            (VITRO),,$400.00,$460.00,$550.00,14,,,CITSA,PARABRISAS,VOLKSWAGEN,,73-04,,,,,,,,,,,,
FW00174GBN,,BOCHO 69-72 PLANO                                                          (VITRO),,$360.00,$440.00,$500.00,5,,,CITSA,,VOLKSWAGEN,,69-72,,,,,,,,,,,,
FW00435GBN,,CORSAR 4 PTAS. 83-88,$706.05,$940.00,"$1,040.00","$1,150.00",4,,,CRINAMEX,,VOLKSWAGEN,,83-88,,,,,,,,,,,,
FW00006GBN,,BRASILIA 74-81,,$950.00,"$1,030.00","$1,100.00",,,,CRINAMEX,PARABRISAS,VOLKSWAGEN,,74-81,,,,,,,,,,,,
FW00332GBN,,caribe,,$810.00,$900.00,"$1,000.00",3,,,CRINAMEX,PARABRISAS,VOLKSWAGEN,,,,,,,,,,,,,,
1800,,CABRIO,,"$1,250.00","$1,400.00","$1,550.00",1,,,CITSA,PARABRISAS,VOLKSWAGEN,,,,,,,,,,,,,,
FW02004GTN,,CABRIO,,"$2,080.00","$2,180.00","$2,380.00",,,,CRINAMEX,,,,,,,,,,,,,,,,
FW00201GBN,,COMBI,$550.00,$820.00,$890.00,$980.00,4,,,CITSA,PARABRISAS,VOLKSWAGEN,,,,,,,,,,,,,,
FW00796GBN,,DERVY 95-98 ,,"$1,020.00","$1,170.00","$1,300.00",4,,,CITSA,PARABRISAS,VOLKSWAGEN,,95-98,,,,,,,,,,,,
FW02291GTN,,DERVY 99-04,,$990.00,"$1,110.00","$1,280",5,,,CITSA,PARABRISAS,VOLKSWAGEN,,99-04,,,,,,,,,,,,
FW00712GBN,,EUROVAN 92-05              (SANGOBAY),,"$1,320.00","$1,470.00","$1,620.00",,,,CRINAMEX,PARABRISAS,VOLKSWAGEN,,92-05,,,,,,,,,,,,
FW01543GBN,,GOLF /JETTA A2 87-92 2/4 PTS PEGADO,,"$1,300.00","$1,400.00","$1,500.00",,,,CITSA,PARABRISAS,VOLKSWAGEN,,87-92,,,,,,,,,,,,
FW00491 GBN,,GOLF /JETTA A2 C/ GOMA 87-92,$660.00,$980.00,"$1,100.00","$1,250.00",5,,,CITSA,PARABRISAS,VOLKSWAGEN,,87-92,,,,,,,,,,,,
FW00728-GBN,,GOLF /JETTA A3 93-98 2/4 PTS BOLA ARRIBA,,"$1,050.00","$1,200.00","$1,350.00",5,,,CITSA,PARABRISAS,VOLKSWAGEN,,93-98,,,,,,,,,,,,
FW02006GBN,,GOLF /JETTA A3 93-98 2/4 PTS BOLA ABAJO                     (VITRO),,$960.00,"$1,060.00","$1,200.00",,,,CITSA,PARABRISAS,VOLKSWAGEN,,93-98,,,,,,,,,,,,
FW02115 GBN,,GOLF /JETTA A4          2843           (VITRO) (2780),,"$1,150.00","$1,280.00","$1,400.00",5,,,CITSA,PARABRISAS,VOLKSWAGEN,,,,,,,,,,,,,,
FW03187GTY,,GOLF/GTI 10-14 2/4 PTS,,"$2,470.00","$2,570.00","$2,770.00",,,,CRINAMEX,PARABRISAS,VOLKSWAGEN,,41913,,,,,,,,,,,,
FW03096GTN,,GOL /SAVEIRO 08-18,,"$1,100.00","$1,220.00","$1,380.00",5,,,CITSA,PARABRISAS,VOLKSWAGEN,,43313,,,,,,,,,,,,
FW03316GTY,,JETTA A5 VICENTENARIO 11-15,,"$1,130.00","$1,250.00","$1,450.00",8,,,CRINAMEX,PARABRISAS,VOLKSWAGEN,,42309,,,,,,,,,,,,
FW04876GTN,,JETTA 2018-2021 4 PTS,,"$1,980.00","$2,130.00","$2,300.00",4,,,CITSA,,,,2018-2021,,,,,,,,,,,,
FW02480GTN,,LUPO 04-10 /CROSS FOX 05-09 /(FW03278 ) SPORT VAN 07-10 S/ANTENA,,$950.00,"$1,050.00","$1,250.00",,,,CRINAMEX,PARABRISAS,VOLKSWAGEN,,"04-10, 05-09, 07-10",,,,,,,,,,,,
FW02481GTY,,LUPO 04-10 /CROSS FOX 05-09 /(FW03278 ) SPORT VAN 07-10 C/ANTENA,,"$1,180.00","$1,320.00","$1,480.00",,,,CITSA,PARABRISAS,VOLKSWAGEN,,"04-10, 05-09, 07-10",,,,,,,,,,,,
FW02481GTY,,LUPO 04-10 /CROSS FOX 05-09 /(FW03278 ) SPORT VAN 07-10 C/ANTENA,,"$1,850.00","$1,950.00","$2,150.00",,,,CRINAMEX,PARABRISAS,VOLKSWAGEN,,"04-10, 05-09, 07-10",,,,,,,,,,,,
FW00655GTY,,PASSAT 4 PTAS SEDAN 90-97, BS1460/ ,   ,,,,,,BENZON,PARABRISAS,VOLKSWAGEN,,90-97,,,,,,,,,,,,
FW02248GYY,,PASSAT 98-05,,"$1,750.00","$1,850.00","$2,050.00",,,,CRINAMEX,PARABRISAS,VOLKSWAGEN,,98-05,,,,,,,,,,,,
FW03259GTY,,PASSAT MDX 06-11,,"$2,320.00","$2,420.00","$2,650.00",,,,CRINAMEX,PARABRISAS,VOLKSWAGEN,,45602,,,,,,,,,,,,
FW03090GTY,,PASSAT CC /4 PTS 09-13,,"$2,400.00","$2,500.00","$2,700.00",,,,CRINAMEX,PARABRISAS,VOLKSWAGEN,,41518,,,,,,,,,,,,
FW03792GTY,,PASSAT 12-16 4PTS,,"$3,200.00","$3,300.00","$3,500.00",,,,CRINAMEX,PARABRISAS,VOLKSWAGEN,,42705,,,,,,,,,,,,
FW-02331 GBN,,POINTER 2/ 4/ PTS SEDAN /WAGON 98-10 (2331) (2670),,"$1,050.00","$1,200.00","$1,350.00",5,,,CITSA,PARABRISAS,VOLKSWAGEN,,98-10,,,,,,,,,,,,
FW02498GTN,,POLO 4 PTS 03-07,,"$1,400.00","$1,500.00","$1,700.00",,,,0,PARABRISAS,VOLKSWAGEN,,45476,,,,,,,,,,,,
FW02330GTN,,SHARAN /ALHAMBRA 06-10 EN TOYOTA ,,"$2,360.00","$2,460.00","$2,560.00",2,,,CRINAMEX,PARABRISAS,VOLKSWAGEN,,45571,,,,,,,,,,,,
FW02944GTN,,TIGUAN 09-16,,"$1,550.00","$1,700.00","$1,850.00",7,,,CITSA,PARABRISAS,VOLKSWAGEN,,42614,,,,,,,,,,,,
FW02944GTY,,TIGUAN 09-17,,"$1,980.00","$2,080.00","$2,300.00",,,,CRINAMEX,PARABRISAS,VOLKSWAGEN,,42979,,,,,,,,,,,,
FW 03895-GTN,,VENTO 14-18 PTS,,"$1,480.00","$1,630.00","$1,900.00",2,,,CITSA,PARABRISAS,VOLKSWAGEN,,14-18,,,,,,,,,,,,
FW04984GTN,,VIRTUS 20-21 SEDAN / POLO 19-20 HATBACH ,,"$1,800.00","$1,950.00","$2,100.00",,,,,PARABRISAS,VOLKSWAGEN,,"20-21, 19-20",,,,,,,,,,,,
DW01719GBN,,CRAFTER VAN 07-11,,"$1,250.00","$1,350.00","$1,800.00",,,,CRINAMEX,PARABRISAS,VOLKSWAGEN,,45603,,,,,,,,,,,,
FW04372GTN,,CROSS UP! 17,,"$1,620.00","$1,770.00","$1,950.00",1,,,1 USADO,PARABRISAS,VOLKSWAGEN,,,,,,,,,,,,,,
FW02011GTN,,4 RUNNER 4 PTAS 96-02,$963.00,$970.00,"$1,070.00","$1,300.00",,,,CRINAMEX,PARABRISAS,TOYOTA,,96-02,,,,,,,,,,,,
FW02371GGN,,4 RUNNER 4 PTAS 03-09 (2372),,"$1,570.00","$1,660.00","$1,750.00",2,,,CITSA,PARABRISAS,TOYOTA,,45538,,,,,,,,,,,,
FW02371GGN,,5 RUNNER 4 PTAS 03-09 (2372),,"$1,490.00","$1,590.00","$1,800.00",,,,CRINAMEX,PARABRISAS,,,45538,,,,,,,,,,,,
FW02903GTN,,AVANZA 07-11,,"$1,350.00","$1,450.00","$1,550.00",3,,,SAINT/CRINAM,PARABRISAS,TOYOTA,,45603,,,,,,,,,,,,
FWAVA16GTN,,AVANZA 16,,"$1,680.00","$1,800.00","$2,000.00",4,,,CITSA,PARABRISAS,,,,,,,,,,,,,,,
FW00694GBN,,CAMRY 4 PTAS SEDAN Y WAGON 92-96,,$880.00,$980.00,"$1,200.00",,,,CRINAMEX,PARABRISAS,TOYOTA,,92-96,,,,,,,,,,,,
FW02018GBN,,CAMRY 4 PTAS SEDAN 97-01,,$970.00,"$1,070.00","$1,280.00",,,,CRINAMEX,PARABRISAS,TOYOTA,,97-01,,,,,,,,,,,,
FW02267GBN,,CAMRY 4 PTAS SEDAN 02-06,,"$1,450.00","$1,550.00","$1,750.00",,,,CRINAMEX,PARABRISAS,TOYOTA,,45445,,,,,,,,,,,,
FW02627GTY,,CAMRY 4 PTAS 07-11,,"$1,770.00","$1,860.00","$1,950.00",2,,,CITSA,PARABRISAS,TOYOTA,,45603,,,,,,,,,,,,
FW03473GTY,,CAMRY 13-16 4 PTS,,"$2,350.00","$2,440.00","$2,550.00",2,,,CRINAMEX,PARABRISAS,TOYOTA,,13-16,,,,,,,,,,,,
FW02059GBY,,COROLLA 4 PTAS 98-02,,"$1,100.00","$1,200.00","$1,400.00",,,,CRINAMEX,PARABRISAS,TOYOTA,,98-02,,,,,,,,,,,,
FW02298GBY,,COROLLA 4 PTAS 03-08,,$860.00,$960.00,"$1,160.00",,,,CITSA,PARABRISAS,TOYOTA,,45507,,,,,,,,,,,,
FW03261GBN,,COROLLA 4 PTAS SEDAN 09-13 (2899),,"$2,340.00","$2,440.00","$2,550.00",4,,,  ,PARABRISAS,TOYOTA,,41518,,,,,,,,,,,,
FW02652CLN,,FJ CRUISER 4 PTAS 07-13,,"$1,230.00","$1,330.00","$1,530.00",,,,,PARABRISAS,TOYOTA,,41456,,,,,,,,,,,,
FW02693GTN,,HIACE VAN PASAJERA 06-11 (FW04468 CITSA),,"$1,350.00","$1,450.00","$1,650.00",4,,,CRINAMEX,PARABRISAS,TOYOTA,,45602,,,,,,,,,,,,
FW02693GTN,,HIACE VAN PASAJERA 06-11 (FW04468 CITSA),,"$1,360.00","$1,460.00","$1,600.00",�,,,CRINAMEX,PARABRISAS,TOYOTA,,45602,,,,,,,,,,,,
FW04691GBN,,HIACE VAN PASAJERA 06-11 (FW04468 CITSA) CORTA,,"$1,460.00","$1,560.00","$1,700.00",,,,CRINAMEX,PARABRISAS,,,45602,,,,,,,,,,,,
FW02869GGY,,HIGLANDER 4 PTAS 08-13,,"$3,500.00","$3,580.00","$3,700.00",1,,,GUARDIAN,PARABRISAS,TOYOTA,,41487,,,,,,,,,,,,
FW02701GTN,,HILUX 06-13,,"$1,440.00","$1,540.00","$1,650.00",1,,,CITSA,PARABRISAS,TOYOTA,,41426,,,,,,,,,,,,
FW02701GTN,,HILUX 06-14,,"$1,430.00","$1,530.00","$1,730.00",,,,CRINAMEX,PARABRISAS,,,41791,,,,,,,,,,,,
FW04340GBN,,HILUX 2016,,"$1,520.00","$1,620.00","$1,720.00",3,,,CITSA,PARABRISAS,,,,,,,,,,,,,,,
FW04340GBN,,HILUX 2017,,"$1,870.00","$1,970.00","$2,170.00",,,,CRINAMEX,PARABRISAS,,,,,,,,,,,,,,,
FW02074GBN,,LAND CRUISER 4 PTS 98-05,,,,,,,,,PARABRISAS,TOYOTA,,98-05,,,,,,,,,,,,
FW02302GBN,,MATRIX 4 PTAS HB 03-05,,"$1,400.00","$1,500.00","$1,700.00",,,,,PARABRISAS,TOYOTA,,45415,,,,,,,,,,,,
FW00274GBN,,PICK UP 72-78,,,,,1,,,CITSA,PARABRISAS,TOYOTA,,72-78,,,,,,,,,,,,
FW00397GBN,,PICK UP 79-83 CON GOMA, FW00397GBN ,$720.00,$820.00,$920.00,2,,,CITSA,PARABRISAS,TOYOTA,,79-83,,,,,,,,,,,,
FW00471-GBN,,PICK UP/ 4RUNNER 85-88,,$980.00,"$1,130.00","$1,300.00",5,,,CITSA,PARABRISAS,TOYOTA,,85-88,,,,,,,,,,,,
FW00598GBN,,PICK UP/ 4RUNNER 89-95,,$900.00,$980.00,"$1,300.00",4,,,CRINAMEX,PARABRISAS,TOYOTA,,89-95,,,,,,,,,,,,
FW02001GBN,,RAV4   4/2 PTAS 96-99,,"$1,130.00","$1,230.00","$1,430.00",,,,,PARABRISAS,TOYOTA,,96-99,,,,,,,,,,,,
FW02470GTN,,RAV4  4PTAS 01-05,,"$1,150.00","$1,200.00","$1,450.00",,,,CRINAMEX,PARABRISAS,TOYOTA,,45413,,,,,,,,,,,,
FW02470GBN,,RAV4  4PTAS 01-05  FW02217,,"$1,300.00","$1,400.00","$1,600.00",9,,,CRIN/SAINT,PARABRISAS,TOYOTA,,45413,,,,,,,,,,,,
FW02625GTY,,RAV4  4PTAS 06-12,,"$1,650.00","$1,750.00","$1,950.00",,,,CRINAMEX,PARABRISAS,TOYOTA,,45632,,,,,,,,,,,,
FW03748GTN,,RAV4   4PTAS 13,,"$2,280.00","$2,330.00","$2,580.00",,,,,PARABRISAS,TOYOTA,,,,,,,,,,,,,,
FW02359GBN,,SEQUOIA 4 PTAS 01-05,,$910.00,$960.00,"$1,210.00",,,,,PARABRISAS,TOYOTA,,45413,,,,,,,,,,,,
FW02246GBN,,SIENNA VAN 98-03,,$900.00,$950.00,"$1,200.00",,,,,PARABRISAS,TOYOTA,,98-03,,,,,,,,,,,,
FW02395GBN,,SIENNA 04-10 (FW02421),,"$2,070.00","$2,170.00","$2,370.00",,,,CRINAMEX,PARABRISAS,TOYOTA,,45569,,,,,,,,,,,,
FW03198GBY,,SIENNA MINI VAN 11-16,,"$1,940.00","$2,040.00","$2,250.00",,,,CRINAMEX,PARABRISAS,TOYOTA,,42675,,,,,,,,,,,,
FW00739GTN,,T100 PICK UP 95-98,,$860.00,$960.00,"$1,160.00",,,,CRINAMEX,PARABRISAS,TOYOTA,,95-98,,,,,,,,,,,,
FW00799GBN,,TACOMA PICK UP 95-97,,"$1,100.00","$1,200.00","$1,450.00",,,,CRIN/CITS,PARABRISAS,TOYOTA,,95-97,,,,,,,,,,,,
FW02443GBN,,TACOMA CABINA /CAB 1/2 98-04,,"$1,250.00","$1,350.00","$1,550.00",,,,CRINAMEX,PARABRISAS,TOYOTA,,98-04,,,,,,,,,,,,
FW02500GBN,,TACOMA CABINA /CAB 1/2 05-14,,"$1,180.00","$1,280.00","$1,380.00",3,,,CRINAMEX,PARABRISAS,TOYOTA,,41760,,,,,,,,,,,,
FW00724GBN,,"TOYOTA COROLLA, DX, SED., STA. WAG 93-95",,$900.00,"$1,000.00","$1,200.00",,,,CRINAMEX,PARABRISAS,TOYOTA,,93-95,,,,,,,,,,,,
FW02108GBN,,TUNDRA PICK UP Y CABINA 1/2 00-05,,"$1,080.00","$1,180.00","$1,380.00",,,,CRINAMEX,PARABRISAS,TOYOTA,,00-05,,,,,,,,,,,,
FW02721GBY ,,TUNDRA PICK UP Y CABINA 1/2 07-13/SEQUIOA 08-13,,"$2,490.00","$2,590.00","$2,800.00",,,,CRINAMEX,PARABRISAS,TOYOTA,,"07-13, 08-13",,,,,,,,,,,,
FW02614GTY,,YARIS 2/4 PTAS HB 06-11,,"$1,290.00","$1,440.00","$1,600.00",,,,CRINAMEX,PARABRISAS,TOYOTA,,45602,,,,,,,,,,,,
FW02682GBN,,YARIS SEDAN 4 PTAS 07-12,,"$1,070.00","$1,170.00","$1,370.00",4,,,CRINAMEX,PARABRISAS,TOYOTA,,45633,,,,,,,,,,,,
FW03514GTN,,YARIS HB 2/4 PTAS 12-16,,"$1,740.00","$1,840.00","$2,040.00",,,,CRINAMEX,PARABRISAS,TOYOTA,,42705,,,,,,,,,,,,
,,HONDA ,,,,,,,,,,,,,,,,,,,,,,,,
FW00653GBN,,ACCORD 2PTAS COUPE 90-93,,"$1,390.00","$1,490.00","$1,700.00",,,,CRINAMEX,PARABRISAS,HONDA,,90-93,,,,,,,,,,,,
FW00641GBN,,ACCORD 4 PTAS SEDAN /WAGON 90-93,,"$1,260.00","$1,360.00","$1,560.00",,,,CRINAMEX,PARABRISAS,HONDA,,90-93,,,,,,,,,,,,
FW00772GBN,,ACCORD 2 PTAS COUPE 94-97,,"$1,760.00","$1,860.00","$2,060.00",1,,,CRINAMEX,PARABRISAS,HONDA,,94-97,,,,,,,,,,,,
FW00753GBN,,ACCORD 4 PTAS SEDAN/WAGON 94-97,,"$1,230.00","$1,330.00","$1,530.00",,,,CRINAMEX,PARABRISAS,HONDA,,94-97,,,,,,,,,,,,
FW02063GBN,,ACCORD 2 PTAS COUPE 98-02,,"$1,320.00","$1,420.00","$1,620.00",,,,CRINAMEX,PARABRISAS,HONDA,,98-02,,,,,,,,,,,,
FW02064GBN,,ACCORD 4 PTAS COUPE 98-03,,"$1,270.00","$1,420.00","$1,580.00",,,,CRINAMEX,PARABRISAS,HONDA,,98-03,,,,,,,,,,,,
FW02358GBN,, ACCORD 2 PTAS COUPE 03-07,,"$1,720.00","$1,820.00","$1,920.00",3,,,CRINAMEX,PARABRISAS,HONDA,,45476,,,,,,,,,,,,
FW02351GBN,,ACCORD 4 PTAS SEDAN 03-07,,$910.00,"$1,010.00","$1,250.00",1,,,CITSA,PARABRISAS,HONDA,,45476,,,,,,,,,,,,
FW02815GBN,,ACCORD 4 PTAS SEDAN 08-12,,"$1,400.00","$1,500.00","$1,700.00",,,,CRINAMEX,PARABRISAS,HONDA,,45634,,,,,,,,,,,,
FW03178GBN,,CITY 4PTAS 10-13,,"$2,400.00","$2,500.00","$2,700.00",,,,CRINAMEX,PARABRISAS,HONDA,,41548,,,,,,,,,,,,
FW00732GTN,,CIVIC 2 PTAS COUPE 92-95,,"$1,100.00","$1,200.00","$1,400.00",,,,CRINAMEX,PARABRISAS,HONDA,,92-95,,,,,,,,,,,,
FW00703GBN,,CIVIC 4 PTAS SEDAN 92-95,,"$1,370.00","$1,470.00","$1,630.00",,,,CRINAMEX,PARABRISAS,HONDA,,92-95,,,,,,,,,,,,
FW00821GTN,,CIVIC 2 PTS 96-98 ,,"$1,200.00","$1,300.00","$1,400.00",5,,,CITSA,PARABRISAS,HONDA,,96-98,,,,,,,,,,,,
FW00822GTN,,CIVIC 4 PTAS SEDAN 96-98,,"$1,080.00","$1,180.00","$1,380.00",,,,CRINAMEX,PARABRISAS,HONDA,,96-98,,,,,,,,,,,,
FW02111GGY,,CIVIC 2 PTAS COUPE/HB 99-00,,"$1,940.00","$2,040.00","$2,250.00",,,,CRINAMEX,PARABRISAS,HONDA,,99-00,,,,,,,,,,,,
FW02112GBY,,CIVIC 4PTAS SEDAN 99-00,,"$1,880.00","$1,980.00","$2,200.00",,,,CRINAMEX,PARABRISAS,HONDA,,99-00,,,,,,,,,,,,
FW02218GTN,,CIVIC 2 PTAS COUPE 01-05,,"$1,490.00","$1,550.00","$1,750.00",3,,,CITSA,PARABRISAS,HONDA,,45413,,,,,,,,,,,,
FW02218GTN,,CIVIC 2 PTAS COUPE 01-06,,"$1,320.00","$1,420.00","$1,620.00",,,,CRINAMEX,PARABRISAS,HONDA,,45444,,,,,,,,,,,,
FW02184GTY,,CIVIC 4 PTAS SEDAN 01-05,,"$1,050.00","$1,040.00","$1,400.00",,,,CITSA,PARABRISAS,HONDA,,45413,,,,,,,,,,,,
FW02184GTY,,CIVIC 4 PTAS SEDAN 01-05,,"$1,260.00","$1,380.00","$1,600.00",,,,CRINAMEX,PARABRISAS,HONDA,,45413,,,,,,,,,,,,
FW02583GBY,,CIVIC 2 PTAS COUPE 06-11,,"$1,910.00","$2,010.00","$2,200.00",,,,CRINAMEX,PARABRISAS,HONDA,,45602,,,,,,,,,,,,
FW02584GBY,,CIVIC 4 PTAS COUPE 06-12,,"$1,300.00","$1,450.00","$1,600.00",1,,,CRIN/CITS,PARABRISAS,HONDA,,45632,,,,,,,,,,,,
FW03403GTN,,CIVIC COUPE 2 PTAS 12-15,,"$2,610.00","$2,710.00","$2,900.00",,,,CRINAMEX,PARABRISAS,HONDA,,42339,,,,,,,,,,,,
FW03404GBN,,CIVIC SEDAN 4 PTAS 12-15,,"$2,220.00","$2,320.00","$2,520.00",,,,CRINAMEX,PARABRISAS,HONDA,,42339,,,,,,,,,,,,
FW02023,,CR-V 4 PTAS 97-01,,$800.00,$900.00,"$1,100.00",,,,CRINAMEX,PARABRISAS,HONDA,,97-01,,,,,,,,,,,,
FW02294GBN,,CR-V 4 PTAS 02-06,,"$1,340.00","$1,490.00","$1,640.00",5,,,CITSA,PARABRISAS,HONDA,,45445,,,,,,,,,,,,
