CODIGO,DESCRIPCION,COSTO,NEGOCIO,LLEVAR,COLOCADO,BOD,STK,INV,PROVEEDOR,MARCA,CATEGORIA
FW02011GTN,4 RUNNER 4 PTAS 96-02,$963.00,$970.00,"$1,070.00","$1,300.00",,,0,CRINAMEX,TOYOTA,PARABRISAS
FW02371GGN,4 RUNNER 4 PTAS 03-09 (2372),,"$1,570.00","$1,660.00","$1,750.00",2,,2,CITSA,TOYOTA,PARABRISAS
FW02371GGN,5 RUNNER 4 PTAS 03-09 (2372),,"$1,490.00","$1,590.00","$1,800.00",,,,CRINAMEX,,PARABRISAS
FW02903GTN,AVANZA 07-11,,"$1,350.00","$1,450.00","$1,550.00",3,,3,SAINT/CRINAM,TOYOTA,PARABRISAS
FWAVA16GTN,AVANZA 16,,"$1,680.00","$1,800.00","$2,000.00",4,,4,CITSA,,PARABRISAS
FW00694GBN,CAMRY 4 PTAS SEDAN Y WAGON 92-96,,$880.00,$980.00,"$1,200.00",,,0,CRINAMEX,TOYOTA,PARABRISAS
FW02018GBN,CAMRY 4 PTAS SEDAN 97-01,,$970.00,"$1,070.00","$1,280.00",,,0,CRINAMEX,TOYOTA,PARABRISAS
FW02267GBN,CAMRY 4 PTAS SEDAN 02-06,,"$1,450.00","$1,550.00","$1,750.00",,,0,CRINAMEX,TOYOTA,PARABRISAS
FW02627GTY,CAMRY 4 PTAS 07-11,,"$1,770.00","$1,860.00","$1,950.00",2,,2,CITSA,TOYOTA,PARABRISAS
FW03473GTY,CAMRY 13-16 4 PTS,,"$2,350.00","$2,440.00","$2,550.00",2,,2,CRINAMEX,TOYOTA,PARABRISAS
FW02059GBY,COROLLA 4 PTAS 98-02,,"$1,100.00","$1,200.00","$1,400.00",,,0,CRINAMEX,TOYOTA,PARABRISAS
FW02298GBY,COROLLA 4 PTAS 03-08,,$860.00,$960.00,"$1,160.00",,,0,CITSA,TOYOTA,PARABRISAS
FW03261GBN,COROLLA 4 PTAS SEDAN 09-13 (2899),,"$2,340.00","$2,440.00","$2,550.00",4,,4,  ,TOYOTA,PARABRISAS
FW02652CLN,FJ CRUISER 4 PTAS 07-13,,"$1,230.00","$1,330.00","$1,530.00",,,0,,TOYOTA,PARABRISAS
FW02693GTN,HIACE VAN PASAJERA 06-11 (FW04468 CITSA),,"$1,350.00","$1,450.00","$1,650.00",4,,4,CRINAMEX,TOYOTA,PARABRISAS
FW02693GTN,HIACE VAN PASAJERA 06-11 (FW04468 CITSA),,"$1,360.00","$1,460.00","$1,600.00",�,,#�VALOR!,CRINAMEX,TOYOTA,PARABRISAS
FW04691GBN,HIACE VAN PASAJERA 06-11 (FW04468 CITSA) CORTA,,"$1,460.00","$1,560.00","$1,700.00",,,,CRINAMEX,,PARABRISAS
FW02869GGY,HIGLANDER 4 PTAS 08-13,,"$3,500.00","$3,580.00","$3,700.00",1,,1,GUARDIAN,TOYOTA,PARABRISAS
FW02701GTN,HILUX 06-13,,"$1,440.00","$1,540.00","$1,650.00",1,,1,CITSA,TOYOTA,PARABRISAS
FW02701GTN,HILUX 06-14,,"$1,430.00","$1,530.00","$1,730.00",,,,CRINAMEX,,PARABRISAS
FW04340GBN,HILUX 2016,,"$1,520.00","$1,620.00","$1,720.00",3,,3,CITSA,,PARABRISAS
FW04340GBN,HILUX 2017,,"$1,870.00","$1,970.00","$2,170.00",,,,CRINAMEX,,PARABRISAS
FW02074GBN,LAND CRUISER 4 PTS 98-05,,,,,,,0,,TOYOTA,PARABRISAS
FW02302GBN,MATRIX 4 PTAS HB 03-05,,"$1,400.00","$1,500.00","$1,700.00",,,0,,TOYOTA,PARABRISAS
FW00274GBN,PICK UP 72-78,,,,,1,,1,CITSA,TOYOTA,PARABRISAS
FW00397GBN,PICK UP 79-83 CON GOMA, FW00397GBN ,$720.00,$820.00,$920.00,2,,2,CITSA,TOYOTA,PARABRISAS
FW00471-GBN,PICK UP/ 4RUNNER 85-88,,$980.00,"$1,130.00","$1,300.00",5,,5,CITSA,TOYOTA,PARABRISAS
FW00598GBN,PICK UP/ 4RUNNER 89-95,,$900.00,$980.00,"$1,300.00",4,,4,CRINAMEX,TOYOTA,PARABRISAS
FW02001GBN,RAV4   4/2 PTAS 96-99,,"$1,130.00","$1,230.00","$1,430.00",,,0,,TOYOTA,PARABRISAS
FW02470GTN,RAV4  4PTAS 01-05,,"$1,150.00","$1,200.00","$1,450.00",,,0,CRINAMEX,TOYOTA,PARABRISAS
FW02470GBN,RAV4  4PTAS 01-05  FW02217,,"$1,300.00","$1,400.00","$1,600.00",9,,9,CRIN/SAINT,TOYOTA,PARABRISAS
FW02625GTY,RAV4  4PTAS 06-12,,"$1,650.00","$1,750.00","$1,950.00",,,0,CRINAMEX,TOYOTA,PARABRISAS
FW03748GTN,RAV4   4PTAS 13,,"$2,280.00","$2,330.00","$2,580.00",,,0,,TOYOTA,PARABRISAS
FW02359GBN,SEQUOIA 4 PTAS 01-05,,$910.00,$960.00,"$1,210.00",,,0,,TOYOTA,PARABRISAS
FW02246GBN,SIENNA VAN 98-03,,$900.00,$950.00,"$1,200.00",,,0,,TOYOTA,PARABRISAS
FW02395GBN,SIENNA 04-10 (FW02421),,"$2,070.00","$2,170.00","$2,370.00",,,0,CRINAMEX,TOYOTA,PARABRISAS
FW03198GBY,SIENNA MINI VAN 11-16,,"$1,940.00","$2,040.00","$2,250.00",,,0,CRINAMEX,TOYOTA,PARABRISAS
FW00739GTN,T100 PICK UP 95-98,,$860.00,$960.00,"$1,160.00",,,0,CRINAMEX,TOYOTA,PARABRISAS
FW00799GBN,TACOMA PICK UP 95-97,,"$1,100.00","$1,200.00","$1,450.00",,,0,CRIN/CITS,TOYOTA,PARABRISAS
FW02443GBN,TACOMA CABINA /CAB 1/2 98-04,,"$1,250.00","$1,350.00","$1,550.00",,,0,CRINAMEX,TOYOTA,PARABRISAS
FW02500GBN,TACOMA CABINA /CAB 1/2 05-14,,"$1,180.00","$1,280.00","$1,380.00",3,,3,CRINAMEX,TOYOTA,PARABRISAS
FW00724GBN,"TOYOTA COROLLA, DX, SED., STA. WAG 93-95",,$900.00,"$1,000.00","$1,200.00",,,0,CRINAMEX,TOYOTA,PARABRISAS
FW02108GBN,TUNDRA PICK UP Y CABINA 1/2 00-05,,"$1,080.00","$1,180.00","$1,380.00",,,0,CRINAMEX,TOYOTA,PARABRISAS
FW02721GBY ,TUNDRA PICK UP Y CABINA 1/2 07-13/SEQUIOA 08-13,,"$2,490.00","$2,590.00","$2,800.00",,,0,CRINAMEX,TOYOTA,PARABRISAS
FW02614GTY,YARIS 2/4 PTAS HB 06-11,,"$1,290.00","$1,440.00","$1,600.00",,,0,CRINAMEX,TOYOTA,PARABRISAS
FW02682GBN,YARIS SEDAN 4 PTAS 07-12,,"$1,070.00","$1,170.00","$1,370.00",4,,4,CRINAMEX,TOYOTA,PARABRISAS
FW03514GTN,YARIS HB 2/4 PTAS 12-16,,"$1,740.00","$1,840.00","$2,040.00",,,0,CRINAMEX,TOYOTA,PARABRISAS
,HONDA ,,,,,,,,,,
FW00653GBN,ACCORD 2PTAS COUPE 90-93,,"$1,390.00","$1,490.00","$1,700.00",,,0,CRINAMEX,HONDA,PARABRISAS
FW00641GBN,ACCORD 4 PTAS SEDAN /WAGON 90-93,,"$1,260.00","$1,360.00","$1,560.00",,,0,CRINAMEX,HONDA,PARABRISAS
FW00772GBN,ACCORD 2 PTAS COUPE 94-97,,"$1,760.00","$1,860.00","$2,060.00",1,,1,CRINAMEX,HONDA,PARABRISAS
FW00753GBN,ACCORD 4 PTAS SEDAN/WAGON 94-97,,"$1,230.00","$1,330.00","$1,530.00",,,0,CRINAMEX,HONDA,PARABRISAS
FW02063GBN,ACCORD 2 PTAS COUPE 98-02,,"$1,320.00","$1,420.00","$1,620.00",,,0,CRINAMEX,HONDA,PARABRISAS
FW02064GBN,ACCORD 4 PTAS COUPE 98-03,,"$1,270.00","$1,420.00","$1,580.00",,,0,CRINAMEX,HONDA,PARABRISAS
FW02358GBN, ACCORD 2 PTAS COUPE 03-07,,"$1,720.00","$1,820.00","$1,920.00",3,,3,CRINAMEX,HONDA,PARABRISAS
FW02351GBN,ACCORD 4 PTAS SEDAN 03-07,,$910.00,"$1,010.00","$1,250.00",1,,1,CITSA,HONDA,PARABRISAS
FW02815GBN,ACCORD 4 PTAS SEDAN 08-12,,"$1,400.00","$1,500.00","$1,700.00",,,0,CRINAMEX,HONDA,PARABRISAS
FW03178GBN,CITY 4PTAS 10-13,,"$2,400.00","$2,500.00","$2,700.00",,,0,CRINAMEX,HONDA,PARABRISAS
FW00732GTN,CIVIC 2 PTAS COUPE 92-95,,"$1,100.00","$1,200.00","$1,400.00",,,0,CRINAMEX,HONDA,PARABRISAS
FW00703GBN,CIVIC 4 PTAS SEDAN 92-95,,"$1,370.00","$1,470.00","$1,630.00",,,0,CRINAMEX,HONDA,PARABRISAS
FW00821GTN,CIVIC 2 PTS 96-98 ,,"$1,200.00","$1,300.00","$1,400.00",5,,5,CITSA,HONDA,PARABRISAS
FW00822GTN,CIVIC 4 PTAS SEDAN 96-98,,"$1,080.00","$1,180.00","$1,380.00",,,0,CRINAMEX,HONDA,PARABRISAS
FW02111GGY,CIVIC 2 PTAS COUPE/HB 99-00,,"$1,940.00","$2,040.00","$2,250.00",,,0,CRINAMEX,HONDA,PARABRISAS
FW02112GBY,CIVIC 4PTAS SEDAN 99-00,,"$1,880.00","$1,980.00","$2,200.00",,,0,CRINAMEX,HONDA,PARABRISAS
FW02218GTN,CIVIC 2 PTAS COUPE 01-05,,"$1,490.00","$1,550.00","$1,750.00",3,,3,CITSA,HONDA,PARABRISAS
FW02218GTN,CIVIC 2 PTAS COUPE 01-06,,"$1,320.00","$1,420.00","$1,620.00",,,,CRINAMEX,HONDA,PARABRISAS
FW02184GTY,CIVIC 4 PTAS SEDAN 01-05,,"$1,050.00","$1,040.00","$1,400.00",,,0,CITSA,HONDA,PARABRISAS
FW02184GTY,CIVIC 4 PTAS SEDAN 01-05,,"$1,260.00","$1,380.00","$1,600.00",,,,CRINAMEX,HONDA,PARABRISAS
FW02583GBY,CIVIC 2 PTAS COUPE 06-11,,"$1,910.00","$2,010.00","$2,200.00",,,0,CRINAMEX,HONDA,PARABRISAS
FW02584GBY,CIVIC 4 PTAS COUPE 06-12,,"$1,300.00","$1,450.00","$1,600.00",1,,1,CRIN/CITS,HONDA,PARABRISAS
FW03403GTN,CIVIC COUPE 2 PTAS 12-15,,"$2,610.00","$2,710.00","$2,900.00",,,0,CRINAMEX,HONDA,PARABRISAS
FW03404GBN,CIVIC SEDAN 4 PTAS 12-15,,"$2,220.00","$2,320.00","$2,520.00",,,0,CRINAMEX,HONDA,PARABRISAS
FW02023,CR-V 4 PTAS 97-01,,$800.00,$900.00,"$1,100.00",,,0,CRINAMEX,HONDA,PARABRISAS
FW02294GBN,CR-V 4 PTAS 02-06,,"$1,340.00","$1,490.00","$1,640.00",5,,5,CITSA,HONDA,PARABRISAS
FW02707GBN,CR-V 4 PTAS 07-11,,"$1,420.00","$1,570.00","$1,720.00",3,,3,CRIN/CITS,HONDA,PARABRISAS
FW03521GTN,CR-V 4 PTAS UTILITI -12-16 ESPEJO ELECTROMECANICO,,"$1,880.00","$1,980.00","$2,100.00",4,,4,CRIN/CITS,HONDA,PARABRISAS
FW03521GTN,CR-V 4 PTAS UTILITI -12-16 ESPEJO ELECTROMECANICO,,"$1,780.00","$1,880.00","$2,080.00",,,,CRINAMEX,HONDA,PARABRISAS
FW02380GBN,ELEMENT 4 PTAS 00-10 CHECAR PRESENTRA ANTES,,"$1,930.00","$2,030.00","$2,130.00",2,,2,XIN,HONDA,PARABRISAS
FW02631GTN,FIT 4 PTAS HB 06-08,,"$1,330.00","$1,430.00","$1,630.00",,,0,CRINAMEX,HONDA,PARABRISAS
FW03013GTN,FIT 4 PTAS HB 09-14,,"$2,000.00","$2,100.00","$2,400.00",,,0,CRINAMEX,HONDA,PARABRISAS
FW02110GTN,ODYSSEY MINI VAN 4 PTAS 99-04 (FW02109GBN),,"$1,370.00","$1,520.00","$1,700.00",1,,1,CRINAMEX,HONDA,PARABRISAS
FW02502GBN,ODYSSEY MINI VAN 4 PTAS 05-10 (02501,,"$1,550.00","$1,650.00","$1,750.00",7,,7,CRINAMEX,HONDA,PARABRISAS
FW03282GBN,ODYSSEY MINI VAN 4 PTAS 11-16,,"$2,220.00","$2,320.00","$2,520.00",,,0,CRINAMEX,HONDA,PARABRISAS
FW00594GTN,PASSPORT 4 PTAS 94-97 ,,"$1,100.00","$1,200.00","$1,400.00",,,0,CRINAMEX,HONDA,PARABRISAS
FW02062GTN,PASSPORT 4 PTAS 98-02,,"$1,300.00","$1,400.00","$1,600.00",,,0,CRINAMEX,HONDA,PARABRISAS
FW02582GBN,PILOT 4 PTAS 06-08,,"$1,990.00","$2,090.00","$2,300.00",,,0,CRINAMEX,HONDA,PARABRISAS
FWGRANDI-10,HYNDAY GRAND I-10 2021 ESTA EN CRYSLER,,"$2,320.00","$2,480.00","$2,650.00",2,,,CITSA,HONDA,PARABRISAS
FW02925GBN,PILOT 4 PTAS 09-15,"$1,300.00","$1,460.00","$1,560.00","$1,760.00",1,,1,CRINAMEX,HONDA,PARABRISAS
,MAZDA,,,,,,,,,,
FW03558GTY,CX5 4 PTAS UTILITY (13-16),,"$1,550.00","$1,750.00","$2,100.00",5,,5,CITSA,MAZDA,PARABRISAS
FW03558GTY,CX5 4 PTAS UTILITY (13-16),,"$2,470.00","$2,570.00","$2,850.00",,,,CRINAMEX,,PARABRISAS
FW02656GTY,CX7 4 PTAS UTILITY (07-12),,"$1,850.00","$1,950.00","$2,200.00",5,,5,CITSA,MAZDA,PARABRISAS
FW02656GTY,CX7 4 PTAS UTILITY (07-12),,"$1,750.00","$1,850.00","$2,100.00",,,,CRINAMEX,,PARABRISAS
FW02753GBY,CX9 4PTAS  UTILITY 07-15,,"$2,700.00","$2,800.00","$3,050.00",,,0,CRINAMEX,MAZDA,PARABRISAS
FW03300GTY ,MAZDA 2 4 PTAS (11-14),,"$1,750.00","$1,850.00","$2,100.00",1,,1,CRINAMEX,MAZDA,PARABRISAS
FW02461GBY,MAZDA 3 4 PTAS SEDAN/HATCHBACK (04-09),,"$1,600.00","$1,800.00","$2,000.00",8,,8,CRINAMEX,MAZDA,PARABRISAS
FW03087GTY,MAZDA 3 4PTS HB/DS 10-13,,"$2,200.00","$2,300.00","$2,500.00",4,,4,SAINTGOBAIN,MAZDA,PARABRISAS
FW02149GTN,MAZDA MPV MINI VAN (00-05),,"$2,060.00","$2,160.00","$2,400.00",,,0,CRINAMEX,MAZDA,PARABRISAS
FW02596GTN,MAZDA 5 MINI VAN (06-10),,"$2,300.00","$2,400.00","$2,600.00",3,,3,CRINAMEX,MAZDA,PARABRISAS
FW02308GBN,MAZDA 6 4 PTAS SDN/ HATCHBACK/STATION WAGON 03-08   (FW-2698GBN),,"$1,760.00","$1,860.00","$2,100.00",2,,2,CRINAMEX,MAZDA,PARABRISAS
FW02981GTN,MAZDA 6 4 PTAS Sedan 2009-2011,,,,,,,0,CITSA,,PARABRISAS
FW03718GTY,MAZDA 6 4 PTAS SEDAN (14-16),,"$1,600.00","$1,700.00","$1,950.00",,,0,CRINAMEX,MAZDA,PARABRISAS
FW00501GBN,"MAZDA B2000, 2200, 2600 PICK UP 86-93",,$960.00,"$1,110.00","$1,280.00",4,,4,CITSA,MAZDA,PARABRISAS
,MITSUBSHI,,,,,,,,,,
FW00620GBN,ECLIPSE 2 PTAS COUPE/EAGLETALON/LANCE PLYMOUTH 90-94,,"$1,210.00","$1,310.00","$1,560.00",,,0,,MITSUBISHI,PARABRISAS
FW02393GBN,ENDEAVOR 4 PTAS UTILITY (04-11),,"$1,750.00","$1,850.00","$2,100.00",1,,1,CRINAMEX,MITSUBISHI,PARABRISAS
FW02541GTN,FUSO FE/GS(06-15)/STERLING TRUCKS CABOVER CAMION ,,"$2,300.00","$2,400.00","$2,650.00",,,0,CRINAMEX,MITSUBISHI,PARABRISAS
FW02091GBN,GALANT SEDAN  4 PTAS (99-03) ESTA EN HOMDA CHECAR ANTES,"$1,176.00","$1,600.00","$1,700.00","$1,800.00",4,,4,BENSON,MITSUBISHI,PARABRISAS
FW03005GTN,L200 (08-12)/MONTERO SPORT (08-14),,"$1,000.00","$1,100.00","$1,300.00",,,0,CRINAMEX,MITSUBISHI,PARABRISAS
FW02455GBN,LANCER 4 PTAS SEDAN/WAGON (02-07),,"$1,820.00","$1,920.00","$2,150.00",,,0,CRINAMEX,MITSUBISHI,PARABRISAS
FW02833GTN,LANCER 4 PTAS SEDAN(08-16)/HATCHBACK (09-13),,"$2,300.00","$2,400.00","$2,600.00",,,0,CRINAMEX,MITSUBISHI,PARABRISAS
FW02259GTN,MONTERO SPORT (98-07),,"$1,460.00","$1,560.00","$1,780.00",,,0,CRINAMEX,MITSUBISHI,PARABRISAS
FW02407GBN,MONTERO 4 PTAS UTILITY (01-13) (fw02180),,"$1,600.00","$1,700.00","$1,800.00",5,,5,CRIN/CITS,MITSUBISHI,PARABRISAS
FW02407GBN,MONTERO 4 PTAS UTILITY (01-13) (fw02180),,"$2,000.00","$2,100.00","$2,350.00",,,,CRINAMEX,MITSUBISHI,PARABRISAS
FW02499GBN,OUTLANDER 4 PTAS UTILITY (03-06),,"$2,190.00","$2,290.00","$2,500.00",,,0,CITSA,MITSUBISHI,PARABRISAS
FW02750GBN,OUTLADER 4 PTAS ULTILITY(07-13),,"$1,650.00","$1,750.00","$1,980.00",,,0,CRINAMEX,MITSUBISHI,PARABRISAS
FW03394GBN,OUTLADER SPORT (11-15)/ASX(13-14),,"$1,940.00","$2,040.00","$2,250.00",,,0,CRINAMEX,MITSUBISHI,PARABRISAS
FW00383GBN,PICK UP(79-86)/RAM D 50(79-86) CHECAR ANTES DE PONERLO,,"$1,430.00","$1,530.00","$1,730.00",1,,1,KRISOL,MITSUBISHI,PARABRISAS
FW00548GBN,PICK UP(87-96)/RAM D 50(87-89),,"$1,000.00","$1,100.00","$1,200.00",1,,,CITSA,MITSUBISHI,PARABRISAS
,PEUGEOT ,,,,,,,,,,
FW02234GTY,PEUGEOT 206 HATCHBACK 2/4 PTAS (01-11)/COMPACT 2/4 PTAS HATCHBACK(10-11)  ,,"$2,080.00","$2,180.00","$2,430.00",,,0,CRINAMEX,PEUGEOT,PARABRISAS
FW02128GTN,PEUGEOT 306 SEDAN 4 PTAS (92-03),,"$1,150.00","$1,250.00","$1,450.00",,,0,CRINAMEX,PEUGEOT,PARABRISAS
FW02687GTY,PEUGEOT 307 HATCHBACK 4/2 PTAS (06-09),,"$1,600.00","$1,700.00","$2,000.00",,,0,CRINAMEX,PEUGEOT,PARABRISAS
FW02509GBY,PEUGEOT 407 SEDAN 4 PTAS (05-09),,"$3,100.00","$3,200.00","$3,450.00",,,0,CRINAMEX,PEUGEOT,PARABRISAS
FW02715GTN,GRAN RAID MMINI VAN (07-11)/PARTNER MINI VAN(06-11),,"$1,580.00","$1,680.00","$1,930.00",,,0,CRINAMEX,PEUGEOT,PARABRISAS
,RENAULT,,,,,,,,,,
FW00950,ALLIANCE 2/4 PTAS SD/HB 83-87,,1000,1100,1300,,,0,CRINAMEX,RENAULT,PARABRISAS
FW03335GTN,FLUENCE 4 PTAS SEDAN (11-14),,"$1,750.00","$1,850.00","$2,100.00",,,0,CRINAMEX,RENAULT,PARABRISAS
FW02104GBN,MEGANE 4 PTAS SEDAN (99-09),,"$2,360.00","$2,460.00","$2,700.00",,,0,CRINAMEX,RENAULT,PARABRISAS
FW02952GBN,REANULT TRAFIC MINI VAN (08-13),,"$2,530.00","$2,630.00","$2,880.00",,,0,CRINAMEX,RENAULT,PARABRISAS
FW00350GBN,RENAULT 05 2 PTAS HATCHBACK(76-84) CHECAR ANTES ,,"$1,050.00","$1,150.00","$1,250.00",6,,6,CITSA,RENAULT,PARABRISAS
FW00350GBN,RENAULT 05 2 PTAS HATCHBACK(76-84),,"$1,500.00","$1,600.00","$1,700.00",,,,CRINAMEX,RENAULT,PARABRISAS
FW00252CLN,RENAULT 12 4 PTAS WAGONETA  CHECAR ANTES,,"$1,480.00","$1,560.00","$1,640.00",7,,7,CITSA,RENAULT,PARABRISAS
FW00428CLN,RENAULT 18 SEDAN 4 PTAS /WAGONETA 4 PTAS (81-86),,"$1,360.00","$1,440.00","$1,520.00",7,,7,CITSA,RENAULT,PARABRISAS
FW00428CLN,RENAULT 18 SEDAN 4 PTAS /WAGONETA 4 PTAS (81-86),,"$2,000.00","$2,100.00","$2,200.00",,,,CRINAMEX,RENAULT,PARABRISAS
FW03345GBN,RENAULT SCALA 4 PTAS (10-12),,"$2,200.00","$2,300.00","$2,500.00",,,0,CRINAMEX,RENAULT,PARABRISAS
FW03238GTN,SANDERO Y STEPWAY 4 PTAS HBACK(10-15)/DUSTER 4 PTAS UTILITY 13,,"$1,220.00","$1,320.00","$1,550.00",,,0,VITRO,RENAULT,PARABRISAS
FW02714GBN,RENAULT KANGOO CARGO 04 / 05         FW04220,$823.60,"$1,450.00","$1,600.00","$1,750.00",3,,3,,RENAULT,PARABRISAS
FW02103GTN,SCENIC 4 PTAS SEDAN(99-04)/HATCHBACK 4 PTAS (06-09),,"$2,110.00","$2,210.00","$2,450.00",,,0,CRINAMEX,RENAULT,PARABRISAS
,SEAT,,,,,,,,,,
FW02708GTY,"CORDOBA SEDAN 4 PTAS  06-07, IBIZA2/4 PTAS HB 07-08   (FW02709)",,"$1,180.00","$1,240.00","$1,480.00",,,0,,SEAT,PARABRISAS
FW02291GTN,CORDOBA SEDAN 4 PTAS /IBIZA 2/4 PTAS HATCHBACK (01-04),,$700.00,$750.00,"$1,000.00",,,0,,SEAT,PARABRISAS
FW03120GTN,IBIZA SEDAN 4 PTAS 12-17,,"$1,450.00","$1,550.00","$1,650.00",3,,3,CITSA,SEAT,PARABRISAS
FW04014GTY,IBIZA SEDAN 4 PTAS (04-  ),,"$1,310.00","$1,460.00","$1,660.00",6,,6,CITSA,SEAT,PARABRISAS
FW05053GTN,IBIZA SEDAN 4 PTAS (2018-2020),,"$2,120.00","$2,220.00","$2,320.00",2,,2,CITSA,,
FW02916GTN,SEAT LEON 4 PTAS HATCHBACK(07-11),,"$1,790.00","$1,840.00","$2,090.00",,,0,,SEAT,PARABRISAS
FW02292GTY,TOLEDO 4 PTAS SEDAN (01-04)/LEON 4 PTAS HATCHBACK(01-06),,"$1,380.00","$1,480.00","$1,580.00",4,,4,CITSA,SEAT,PARABRISAS
,FIAT,,,,,,,,,,
FW03889GBY,UNO HB 13-15 EN TOYOTA,"$1,450.00","$1,600.00","$1,750.00","$2,000.00",8,,8,SAINT-GOBAIN,FIAT,PARABRISAS
,VOLVO,,,,,,,,,,
FW03092GTN,VOLVO XC60 10-16 ESTA MAZDA ,,,,,1,,1,VITRO,VOLVO,PARABRISAS
,AMERICAN       MOTORS,,,,,,,,,,
DW00950GBN,"ALLIANCE (CONVER 2 PTAS 85-87, HB 2/4 PTAS 87, SEDAN 2/4 PTAS 83-87) ENCORE HB 2/4 PTAS 84-86 ",,,,,,,0,,AMERICAN,PARABRISAS
,MINI,,,,,,,,,,
FW02841GTY,COOPER 2 PTAS HB-CB 07-15,,"$2,900.00","$3,300.00","$3,600.00",1,,1,SAINT GOBAIN,MINI,PARABRISAS
,MERCEDES BENZ,,,,,,,,,,
FW02177GBN,A160 HB 4 PTAS 00-08 / B200 HB 4 PTAS 06-11 ESTA EN FORD ,,"$2,900.00","$3,300.00","$3,600.00",1,,1,BENSON,MERCEDES BENS,PARABRISAS
,TRACTOCAMIONES,,,,,,,,,,
DW01139GTN,KENWORTH C500 03 91-06 VA CON GOMA,,"$1,000.00","$1,200.00","$1,500.00",3,,3,CITSA,TRACTOCAMION,PARABRISAS
DW01655,KENWORTH C500 T600 T660 T700 T800 W900 ESTA EN VOSVAGEN,,,,"$1,600.00",1,,,,,
DW00534GBN,DINA 600,,"$1,140.00","$1,220.00","$1,400.00",,,0,CRINAMEX,TRACTOCAMION,PARABRISAS
DW01494,FREIGHTLINER 07-12,"$2,140.00","$2,500.00",,,,,0,,TRACTOCAMION,PARABRISAS
DW02120GTY,PROMASTER CARGO VAN (14-16) ,"$1,500.00","$1,800.00","$2,100.00","$2,800.00",12,,12,SAINT GOBAINT,TRACTOCAMION,PARABRISAS
DW01615GBN,"NAVISTAR CITY STAR, CF500, CF600 (07-12); FORD LCF (10)",,,"$2,700.00",,3,,3,GAURDIAN,TRACTOCAMION,PARABRISAS
FW02924GBN,"ISUZU ELF 400,500,600 (09-11); KENWORTH NPR, NPR HD, NQR, NRR (08-11); CHEVROLET W3500,W4500,W5500 (07-10)","$1,528.00","$1,750.00","$2,000.00",,2,,2,CRINAMEX,TRACTOCAMION,PARABRISAS
DW01383GTN,NAVISTAR 5000i 9000i (00); 5000i (06-11); PAY STAR (07-09),"$2,170.00","$2,500.00","$2,800.00",,1,,1,GUARDIAN,TRACTOCAMION,PARABRISAS
DW01710GTN,"NAVISTAR 5000 I 00-13,9100,9200,9400,9900 i 9900 ix 06-16 PAY STAR 07-16 CABINA CONVENCIONAL",,"$2,600.00","$3,000.00","$3,500.00",1,,1,GUARDIAN,,
DW01685GTY,,"$1,845.00","$2,900.00","$3,300.00","$3,800.00",3,,3,CRINAMEX,,
DW01308GTN,"VOLVO TRACTOR VHD,VN SERIES 05-14/VT SERIES 06-16 CONVENCIONAL","$1,235.00",,,,2,,2,VITRO,,
WA03298GBN,MERCEDES BENZ H.P.N 91-95,,,,,2,,2,,,
FQ26059GTYXYG,,,,,,1,,1,,,
FQ26060GTYXYG,,,,,,3,,3,,,
FQ27101GTYXYG,,,,,,3,,3,,,
FQ27102GTYXYG,,,,,,3,,3,,,
DW01000GTN,FREIGHTLINER MERCEDES CONVENCIONAL CAB 1999 / 2005,$858.00,"$1,250.00","$1,400.00","$1,550.00",,,0,,,
FW02920GTN,CABSTAR CAMION 07-11,,"$1,550.00","$1,700.00","$2,100.00",0,,0,SAINT  GOBAIN,NISSAN,PARABRISAS
WL00143GBN,"FAMSA 2000 58 X 1,80  52,5 plano",$603.20,"$1,000.00","$1,200.00","$1,400.00",8,,8,CITSA,TRACTOCAMIONES,PARABRISAS
WL00144GBN,"DINA 2000 58 X 1,80 54,5 plano",$613.64,"$1,000.00","$1,200.00","$1,400.00",10,,10,,TRACTOCAMIONES,PARABRISAS
,HOJAS,,,,,,,,,,
,"5,00 CL 0,36 x 1,8 MRM",,,,,,,0,CITSA,HOJAS,PARABRISAS
,"5,00 CL 0,46 x 1,8 MRM",,$680.00,$700.00,,1,,1,CITSA,HOJAS,PARABRISAS
,"5,00 CL 0,56 x 1,8 MRM",,$740.00,,,,,0,CITSA,HOJAS,PARABRISAS
AL01166CLN,"5,00 CL  0.60*1.80 MRM 600*1800",,$740.00,$860.00,$980.00,13,,13,CITSA,,PARABRISAS
,"5,00 CL 0,66 x 1,8 MRM",,$740.00,$850.00,,,,0,CITSA,HOJAS,PARABRISAS
,"5,00 CL 0,76 x 1,8 MRM",,$880.00,$920.00,,,,0,CITSA,HOJAS,PARABRISAS
,"5,00 CL 0,86 x 1,8 MRM",,$960.00,"$1,000.00",,,,0,CITSA,HOJAS,PARABRISAS
,"5,00 CL 0,96 x 1,8 MRM",,$590.00,$650.00,,,,0,CITSA,HOJAS,PARABRISAS
,"5,00 CL  0.1.00*1.80 MRM",,"$1,100.00","$1,250.00",,5,,5,CITSA,,PARABRISAS
,"5,00 CL 1,20 x 1,8 MRM",,$750.00,$850.00,,,,0,CITSA,HOJAS,PARABRISAS
,"6,00 TX 1,20 x 2,4 MRM",,"$1,000.00","$1,300.00",,,,0,CRINAMEX,HOJAS,PARABRISAS
